Rating,Note ID,Investment Amount,Term,Purchase Date,Payment Due Date,Payments Received,Principal Outstanding,Yield,Status,Sub Status
"A",1593609-299,$50.000000,3 Years,2021-07-09,2024-04-07,$58.236866,$0.000000,10.2400000%,paid,
"A",1585909-306,$25.000000,3 Years,2021-07-09,2023-09-07,$27.990827,$0.000000,9.4900000%,paid,
"B",1582103-74,$25.000000,3 Years,2021-07-08,2024-03-06,$30.042625,$0.000000,12.4000000%,paid,
"B",1581791-155,$25.000000,3 Years,2021-07-08,2023-04-06,$28.642875,$0.000000,11.1000000%,paid,
"AA",1584784-233,$25.000000,3 Years,2021-07-07,2024-04-02,$27.080819,$0.000000,5.3000000%,paid,
"A",1580345-216,$25.000000,3 Years,2021-07-02,2022-07-30,$26.583100,$0.000000,7.9000000%,paid,
"AA",1579817-345,$25.000000,3 Years,2021-07-02,2022-08-30,$26.274653,$0.000000,5.3000000%,paid,
"B",1589526-278,$25.000000,3 Years,2021-07-01,2024-01-29,$29.219768,$0.000000,11.3000000%,paid,
"A",1582945-212,$25.000000,3 Years,2021-07-01,2024-06-29,$28.597100,$0.000000,8.9000000%,paid,
"A",1588317-233,$25.000000,3 Years,2021-06-29,2022-03-25,$26.255779,$0.000000,7.9100000%,paid,
"AA",1581463-240,$25.000000,3 Years,2021-06-29,2021-07-25,$25.032666,$0.000000,5.3000000%,paid,
"A",1580944-212,$25.000000,3 Years,2021-06-28,2022-04-24,$26.630225,$0.000000,9.0000000%,paid,
"B",1577273-190,$25.000000,5 Years,2021-06-28,2021-11-24,$5.216252,$23.782000,11.7000000%,others,debtsold
"B",1577153-184,$25.000000,3 Years,2021-06-28,2024-06-24,$29.699733,$0.000000,11.4900000%,paid,
"AA",1576544-190,$25.000000,3 Years,2021-06-25,2024-06-23,$27.106906,$0.000000,5.3000000%,paid,
"AA",1585377-218,$25.000000,3 Years,2021-06-23,2024-03-03,$28.580000,$0.000000,8.9900000%,paid,
"AA",1584162-288,$25.000000,3 Years,2021-06-21,2022-05-17,$26.367154,$0.000000,7.5000000%,paid,
"A",1572914-297,$50.000000,3 Years,2021-06-18,2022-04-16,$53.497000,$0.000000,9.5600000%,paid,
"A",1582893-176,$25.000000,3 Years,2021-06-17,2023-12-08,$28.513475,$0.000000,9.2400000%,paid,
"A",1576075-27,$25.000000,3 Years,2021-06-17,2022-03-20,$26.659125,$0.000000,10.1600000%,paid,
"A",1571108-437,$25.000000,5 Years,2021-06-16,2024-03-14,$29.590850,$0.000000,8.7400000%,paid,
"AA",1571075-105,$25.000000,3 Years,2021-06-16,2024-05-16,$27.107692,$0.000000,5.3000000%,paid,
"AA",1581117-207,$25.000000,5 Years,2021-06-15,2025-02-11,$21.021062,$8.564438,7.2900000%,current,
"A",1581111-519,$25.000000,3 Years,2021-06-15,2021-08-11,$25.253622,$0.000000,9.0900000%,paid,
"AA",1580433-414,$25.000000,5 Years,2021-06-14,2022-12-10,$10.965102,$19.093762,8.6400000%,others,debtsold
"B",1580406-233,$25.000000,3 Years,2021-06-14,2021-07-10,$25.192590,$0.000000,14.0600000%,paid,
"A",1569758-193,$25.000000,5 Years,2021-06-14,2023-08-17,$29.653900,$0.000000,10.2800000%,paid,
"A",1572982-521,$25.000000,3 Years,2021-06-10,2023-06-08,$28.219430,$0.000000,9.1400000%,paid,
"A",1578135-61,$25.000000,3 Years,2021-06-09,2022-09-11,$27.141428,$0.000000,9.1400000%,paid,
"A",1567517-51,$25.000000,3 Years,2021-06-09,2022-07-07,$26.534300,$0.000000,10.2400000%,paid,
"B",1571212-20,$25.000000,3 Years,2021-06-08,2022-12-04,$17.143400,$13.352750,13.7400000%,others,debtsold
"B",1566869-127,$25.000000,3 Years,2021-06-07,2022-10-03,$16.174738,$13.178731,11.7400000%,others,debtsold
"AA",1566629-655,$25.000000,3 Years,2021-06-07,2022-12-03,$26.543330,$0.000000,5.3000000%,paid,
"B",1565867-139,$25.000000,3 Years,2021-06-04,2024-06-02,$30.565625,$0.000000,13.4900000%,paid,
"AA",1575669-157,$25.000000,3 Years,2021-06-03,2024-01-01,$26.965687,$0.000000,5.3000000%,paid,
"AA",1564874-168,$50.000000,3 Years,2021-06-03,2023-06-24,$53.810312,$0.000000,5.3000000%,paid,
"A",1575141-75,$25.000000,5 Years,2021-06-02,2022-05-28,$27.043400,$0.000000,8.9900000%,paid,
"B",1568005-114,$25.000000,3 Years,2021-06-02,2022-08-28,$27.982750,$0.000000,11.9900000%,paid,
"A",1564289-399,$25.000000,3 Years,2021-06-02,2024-06-02,$28.698225,$0.000000,9.0900000%,paid,
"B",1574460-258,$25.000000,3 Years,2021-06-01,2022-10-27,$28.718417,$0.000000,13.4900000%,paid,
"A",1567927-269,$25.000000,5 Years,2021-06-01,2025-01-27,$23.140889,$8.635204,10.7400000%,current,
"B",1563134-171,$25.000000,3 Years,2021-05-28,2024-05-26,$30.207275,$0.000000,12.7400000%,paid,
"AA",1566361-512,$25.000000,3 Years,2021-05-27,2021-09-25,$25.333610,$0.000000,5.3000000%,paid,
"AA",1572171-125,$25.000000,3 Years,2021-05-26,2024-05-24,$27.108500,$0.000000,5.3000000%,paid,
"AA",1560941-155,$25.000000,3 Years,2021-05-26,2022-03-24,$25.927294,$0.000000,5.3000000%,paid,
"A",1564855-188,$25.000000,3 Years,2021-05-25,2023-07-21,$28.988525,$0.000000,10.7400000%,paid,
"AA",1560698-191,$25.000000,3 Years,2021-05-25,2024-05-21,$27.098968,$0.000000,5.3000000%,paid,
"AA",1570815-267,$25.000000,3 Years,2021-05-24,2024-05-20,$27.107481,$0.000000,5.3000000%,paid,
"A",1559954-88,$25.000000,3 Years,2021-05-24,2022-03-20,$26.761208,$0.000000,10.2400000%,paid,
"AA",1563514-140,$25.000000,3 Years,2021-05-21,2024-05-19,$28.534678,$0.000000,8.7400000%,paid,
"AA",1563202-421,$25.000000,3 Years,2021-05-21,2022-02-19,$25.867500,$0.000000,5.3000000%,paid,
"B",1559372-163,$25.000000,3 Years,2021-05-21,2024-05-19,$30.298107,$0.000000,12.9900000%,paid,
"B",1558235-68,$25.000000,3 Years,2021-05-20,2022-04-18,$27.289542,$0.000000,11.4900000%,paid,
"A",1567809-89,$25.000000,3 Years,2021-05-18,2023-06-14,$28.210208,$0.000000,9.0900000%,paid,
"AA",1560733-493,$25.000000,3 Years,2021-05-18,2022-11-14,$26.522375,$0.000000,5.3000000%,paid,
"A",1556606-95,$25.000000,3 Years,2021-05-18,2024-02-14,$28.646792,$0.000000,9.1400000%,paid,
"AA",1560343-105,$25.000000,3 Years,2021-05-17,2021-08-13,$25.297900,$0.000000,5.3000000%,paid,
"A",1567017-17,$25.000000,3 Years,2021-05-14,2022-07-12,$27.151625,$0.000000,9.1900000%,paid,
"AA",1559524-134,$25.000000,3 Years,2021-05-14,2024-05-12,$27.866215,$0.000000,7.1400000%,paid,
"B",1555235-15,$25.000000,3 Years,2021-05-14,2022-06-12,$27.770500,$0.000000,14.7400000%,paid,
"A",1554140-136,$25.000000,3 Years,2021-05-12,2024-03-10,$28.933792,$0.000000,9.7400000%,paid,
"A",1553681-285,$25.000000,3 Years,2021-05-11,2021-12-07,$25.919625,$0.000000,9.1900000%,paid,
"B",1553573-191,$25.000000,3 Years,2021-05-11,2022-02-07,$27.296550,$0.000000,14.2400000%,paid,
"B",1553519-341,$25.000000,3 Years,2021-05-11,2022-10-15,$28.605075,$0.000000,12.7400000%,paid,
"B",1563864-70,$25.000000,3 Years,2021-05-10,2021-08-06,$25.694312,$0.000000,12.4900000%,paid,
"A",1563672-69,$25.000000,3 Years,2021-05-07,2024-05-05,$29.829450,$0.000000,11.7400000%,paid,
"A",1563294-197,$25.000000,3 Years,2021-05-07,2023-05-05,$28.468421,$0.000000,9.9900000%,paid,
"A",1556245-441,$50.000000,3 Years,2021-05-07,2022-09-05,$54.674833,$0.000000,10.9900000%,paid,
"AA",1552397-223,$25.000000,3 Years,2021-05-07,2024-05-05,$28.220175,$0.000000,7.9900000%,paid,
"AA",1555735-259,$25.000000,5 Years,2021-05-06,2025-02-04,$22.681635,$7.925423,8.8900000%,current,
"A",1555000-286,$25.000000,5 Years,2021-05-06,2024-07-25,$30.159825,$0.000000,8.7400000%,paid,
"AA",1554907-160,$25.000000,3 Years,2021-05-05,2024-01-03,$27.068464,$0.000000,5.3000000%,paid,
"A",1561350-182,$25.000000,3 Years,2021-05-04,2022-01-30,$26.307850,$0.000000,9.7400000%,paid,
"AA",1560972-296,$25.000000,3 Years,2021-05-03,2023-02-28,$26.743689,$0.000000,5.3000000%,paid,
"A",1549301-549,$25.000000,3 Years,2021-05-03,2023-05-29,$28.015884,$0.000000,9.1400000%,paid,
"A",1560054-335,$50.000000,3 Years,2021-04-30,2023-01-28,$55.820606,$0.000000,9.0900000%,paid,
"A",1559418-116,$25.000000,3 Years,2021-04-29,2024-04-27,$29.165834,$0.000000,10.2400000%,paid,
"AA",1552219-17,$25.000000,5 Years,2021-04-29,2022-03-27,$7.000775,$22.031500,6.4600000%,others,debtsold
"AA",1558095-103,$25.000000,3 Years,2021-04-27,2022-08-23,$27.142300,$0.000000,7.9900000%,paid,
"A",1550395-91,$25.000000,3 Years,2021-04-26,2023-10-22,$28.394792,$0.000000,10.2400000%,paid,
"A",1556895-113,$25.000000,3 Years,2021-04-23,2024-07-21,$29.430541,$0.000000,9.7400000%,paid,
"A",1545971-125,$25.000000,3 Years,2021-04-23,2023-06-21,$20.729721,$8.453929,9.0900000%,others,debtsold
"AA",1549546-16,$25.000000,5 Years,2021-04-22,2025-02-20,$22.053594,$6.975547,6.4600000%,current,
"A",1545431-100,$25.000000,3 Years,2021-04-22,2022-06-20,$27.576107,$0.000000,10.9900000%,paid,
"B",1544576-83,$25.000000,3 Years,2021-04-21,2024-04-20,$29.659624,$0.000000,11.4900000%,paid,
"B",1548013-331,$25.000000,3 Years,2021-04-20,2022-02-16,$27.152200,$0.000000,13.7400000%,paid,
"AA",1554222-56,$25.000000,3 Years,2021-04-19,2024-04-15,$27.107250,$0.000000,5.3000000%,paid,
"B",1547017-142,$25.000000,3 Years,2021-04-16,2022-06-14,$28.116625,$0.000000,12.9900000%,paid,
"A",1545979-175,$25.000000,5 Years,2021-04-15,2022-07-13,$27.400600,$0.000000,8.7400000%,paid,
"AA",1545691-117,$25.000000,5 Years,2021-04-14,2022-08-12,$27.656786,$0.000000,8.8900000%,paid,
"A",1541309-214,$25.000000,5 Years,2021-04-14,2025-02-16,$23.121565,$7.450500,8.7400000%,current,
"AA",1551840-271,$25.000000,3 Years,2021-04-13,2021-06-09,$25.256533,$0.000000,8.0400000%,paid,
"B",1551792-113,$25.000000,5 Years,2021-04-12,2022-05-13,$28.450393,$0.000000,13.7400000%,paid,
"AA",1541284-146,$25.000000,3 Years,2021-04-09,2022-12-07,$27.408929,$0.000000,8.7400000%,paid,
"A",1541263-200,$25.000000,5 Years,2021-04-09,2023-04-07,$29.682548,$0.000000,12.2400000%,paid,
"A",1541260-59,$25.000000,3 Years,2021-04-09,2022-04-07,$26.938688,$0.000000,9.4900000%,paid,
"AA",1541254-256,$25.000000,5 Years,2021-04-09,2021-07-07,$25.406146,$0.000000,7.9900000%,paid,
"B",1541140-269,$25.000000,3 Years,2021-04-08,2021-06-06,$25.321479,$0.000000,12.7400000%,paid,
"A",1540894-225,$25.000000,3 Years,2021-04-08,2022-06-06,$27.625625,$0.000000,11.2400000%,paid,
"A",1540297-293,$25.000000,3 Years,2021-04-07,2021-12-05,$26.727394,$0.000000,11.7400000%,paid,
"AA",1535897-183,$25.000000,3 Years,2021-04-07,2022-04-05,$26.122363,$0.000000,5.3000000%,paid,
"A",1549377-78,$25.000000,3 Years,2021-04-06,2021-08-02,$25.762700,$0.000000,11.0300000%,paid,
"AA",1549086-126,$25.000000,3 Years,2021-04-05,2022-07-01,$26.756656,$0.000000,7.0400000%,paid,
"AA",1548678-222,$25.000000,3 Years,2021-04-02,2022-10-03,$27.310300,$0.000000,8.4900000%,paid,
"B",1539100-106,$25.000000,3 Years,2021-04-02,2024-03-31,$31.008628,$0.000000,14.4900000%,paid,
"A",1534799-102,$25.000000,3 Years,2021-04-02,2022-01-31,$9.712561,$19.458231,9.7400000%,others,debtsold
"AA",1547871-174,$25.000000,3 Years,2021-04-01,2023-07-30,$26.685862,$0.000000,5.3000000%,paid,
"A",1538434-161,$25.000000,5 Years,2021-04-01,2022-05-13,$27.360514,$0.000000,12.2400000%,paid,
"B",1534298-179,$25.000000,3 Years,2021-04-01,2021-10-30,$26.620236,$0.000000,12.9900000%,paid,
"B",1533530-160,$25.000000,3 Years,2021-03-31,2024-02-29,$30.992550,$0.000000,14.4900000%,paid,
"AA",1537447-435,$25.000000,3 Years,2021-03-30,2022-07-26,$26.895264,$0.000000,7.3400000%,paid,
"A",1532897-279,$25.000000,3 Years,2021-03-29,2024-03-25,$29.384824,$0.000000,10.7400000%,paid,
"A",1546131-239,$25.000000,3 Years,2021-03-26,2021-08-24,$25.821825,$0.000000,10.0400000%,paid,
"B",1546128-253,$25.000000,3 Years,2021-03-26,2024-03-24,$31.017250,$0.000000,14.4900000%,paid,
"AA",1546044-447,$25.000000,3 Years,2021-03-26,2022-01-24,$26.443150,$0.000000,7.8400000%,paid,
"AA",1532363-61,$25.000000,3 Years,2021-03-26,2021-08-24,$25.510833,$0.000000,5.3000000%,paid,
"AA",1532357-183,$50.000000,3 Years,2021-03-26,2024-03-24,$54.217833,$0.000000,5.3000000%,paid,
"A",1531469-130,$50.000000,5 Years,2021-03-25,2021-11-23,$53.688000,$0.000000,12.1500000%,paid,
"A",1531160-510,$25.000000,5 Years,2021-03-24,2022-04-22,$27.596409,$0.000000,10.9900000%,paid,
"AA",1530746-77,$25.000000,3 Years,2021-03-23,2024-03-19,$28.430436,$0.000000,8.4900000%,paid,
"AA",1530377-144,$25.000000,3 Years,2021-03-22,2021-05-18,$25.297200,$0.000000,8.4900000%,paid,
"AA",1530203-220,$50.000000,5 Years,2021-03-22,2023-03-18,$55.516522,$0.000000,8.8900000%,paid,
"AA",1530182-241,$25.000000,3 Years,2021-03-22,2024-03-18,$27.109725,$0.000000,5.3000000%,paid,
"A",1534123-50,$25.000000,3 Years,2021-03-19,2023-12-17,$29.361358,$0.000000,11.9000000%,paid,
"AA",1533931-238,$25.000000,3 Years,2021-03-19,2024-03-24,$27.114400,$0.000000,5.3000000%,paid,
"AA",1528997-67,$25.000000,3 Years,2021-03-18,2024-03-16,$27.109813,$0.000000,5.3000000%,paid,
"A",1532644-155,$25.000000,5 Years,2021-03-17,2025-02-10,$23.658883,$7.723567,9.7400000%,current,
"B",1538424-161,$25.000000,3 Years,2021-03-16,2021-08-12,$26.370473,$0.000000,15.3900000%,paid,
"AA",1528882-346,$25.000000,3 Years,2021-03-16,2022-10-12,$26.598138,$0.000000,5.3000000%,paid,
"B",1528213-182,$25.000000,3 Years,2021-03-15,2022-08-11,$28.935722,$0.000000,13.9900000%,paid,
"A",1524515-44,$25.000000,3 Years,2021-03-15,2023-06-11,$28.728167,$0.000000,10.7400000%,paid,
"A",1536894-151,$25.000000,5 Years,2021-03-11,2022-04-09,$27.336800,$0.000000,9.7400000%,paid,
"AA",1525366-515,$50.000000,3 Years,2021-03-09,2023-10-05,$53.678380,$0.000000,5.3000000%,paid,
"A",1524991-124,$25.000000,3 Years,2021-03-08,2022-12-28,$28.669470,$0.000000,10.7400000%,paid,
"A",1524403-265,$25.000000,3 Years,2021-03-05,2024-02-15,$27.347500,$0.000000,9.8400000%,paid,
"AA",1520669-56,$50.000000,5 Years,2021-03-05,2022-08-03,$55.495333,$0.000000,8.8900000%,paid,
"A",1523854-241,$25.000000,3 Years,2021-03-04,2021-11-02,$26.533870,$0.000000,10.2400000%,paid,
"B",1519004-86,$25.000000,3 Years,2021-03-03,2023-09-01,$30.653313,$0.000000,14.7400000%,paid,
"AA",1531968-302,$25.000000,5 Years,2021-03-02,2024-02-26,$29.844820,$0.000000,8.6400000%,paid,
"AA",1531962-200,$25.000000,3 Years,2021-03-02,2022-11-26,$26.674819,$0.000000,5.3000000%,paid,
"A",1522195-171,$25.000000,3 Years,2021-03-02,2023-03-26,$28.334900,$0.000000,10.4900000%,paid,
"A",1518380-121,$25.000000,3 Years,2021-03-02,2021-12-26,$26.777906,$0.000000,10.0400000%,paid,
"AA",1531356-150,$25.000000,3 Years,2021-03-01,2023-09-25,$26.949965,$0.000000,5.3000000%,paid,
"A",1517477-119,$25.000000,3 Years,2021-03-01,2024-03-01,$29.193200,$0.000000,10.2400000%,paid,
"AA",1530471-105,$25.000000,3 Years,2021-02-26,2024-01-24,$28.500820,$0.000000,8.7400000%,paid,
"AA",1530342-139,$25.000000,3 Years,2021-02-25,2021-03-23,$25.049643,$0.000000,5.3000000%,paid,
"B",1519498-109,$25.000000,3 Years,2021-02-25,2024-02-23,$30.979118,$0.000000,14.4900000%,paid,
"A",1518346-695,$25.000000,3 Years,2021-02-23,2024-02-19,$28.935993,$0.000000,9.7400000%,paid,
"A",1527780-63,$25.000000,3 Years,2021-02-22,2023-12-25,$28.940333,$0.000000,9.7400000%,paid,
"AA",1527768-125,$25.000000,3 Years,2021-02-22,2021-11-18,$25.870916,$0.000000,5.3000000%,paid,
"AA",1515859-275,$25.000000,3 Years,2021-02-19,2024-02-17,$28.301950,$0.000000,8.2400000%,paid,
"A",1513529-194,$25.000000,3 Years,2021-02-19,2022-02-17,$26.597800,$0.000000,9.4900000%,paid,
"A",1525533-139,$25.000000,3 Years,2021-02-18,2024-02-16,$29.893733,$0.000000,11.9900000%,paid,
"AA",1510736-108,$25.000000,3 Years,2021-02-16,2024-02-11,$27.099223,$0.000000,5.3000000%,paid,
"AA",1523664-137,$25.000000,5 Years,2021-02-12,2024-06-10,$29.546785,$0.000000,7.9900000%,paid,
"AA",1523547-223,$25.000000,3 Years,2021-02-12,2024-01-10,$27.022028,$0.000000,5.3000000%,paid,
"AA",1523415-349,$25.000000,3 Years,2021-02-12,2024-02-10,$27.098950,$0.000000,5.3000000%,paid,
"AA",1513777-72,$50.000000,5 Years,2021-02-12,2023-10-17,$55.373903,$0.000000,7.1900000%,paid,
"B",1521912-41,$25.000000,3 Years,2021-02-10,2022-01-08,$27.694875,$0.000000,13.4900000%,paid,
"AA",1521264-239,$25.000000,3 Years,2021-02-09,2022-10-05,$26.565296,$0.000000,5.3000000%,paid,
"AA",1510927-282,$25.000000,3 Years,2021-02-08,2024-02-04,$27.098157,$0.000000,5.3000000%,paid,
"A",1520340-296,$25.000000,3 Years,2021-02-05,2024-02-03,$29.786634,$0.000000,11.7400000%,paid,
"A",1520214-336,$25.000000,3 Years,2021-02-05,2023-01-03,$28.237800,$0.000000,9.4900000%,paid,
"AA",1506398-580,$50.000000,3 Years,2021-02-05,2024-02-16,$54.294560,$0.000000,5.3000000%,paid,
"B",1518465-538,$25.000000,3 Years,2021-02-03,2024-02-29,$30.152150,$0.000000,12.4900000%,paid,
"A",1518060-208,$25.000000,3 Years,2021-02-02,2022-04-29,$28.003900,$0.000000,11.6400000%,paid,
"A",1507330-319,$25.000000,3 Years,2021-02-01,2022-04-01,$27.531783,$0.000000,10.7400000%,paid,
"A",1503737-244,$25.000000,3 Years,2021-02-01,2024-01-28,$28.836020,$0.000000,9.4900000%,paid,
"B",1516920-237,$25.000000,3 Years,2021-01-29,2021-10-27,$26.867672,$0.000000,12.7400000%,paid,
"B",1503056-70,$25.000000,3 Years,2021-01-29,2023-05-27,$29.828650,$0.000000,14.4900000%,paid,
"AA",1515981-177,$50.000000,5 Years,2021-01-28,2021-05-26,$51.153470,$0.000000,8.6400000%,paid,
"A",1506583-394,$50.000000,3 Years,2021-01-28,2023-09-26,$32.014200,$28.894825,10.2400000%,chargeoff,
"B",1505938-309,$25.000000,5 Years,2021-01-28,2022-10-26,$14.658117,$17.521883,12.7900000%,others,debtsold
"B",1502120-227,$25.000000,5 Years,2021-01-28,2025-01-26,$27.739025,$7.172550,14.7400000%,current,
"B",1515564-428,$25.000000,5 Years,2021-01-27,2022-07-25,$29.770675,$0.000000,14.7900000%,paid,
"AA",1504882-99,$25.000000,3 Years,2021-01-26,2024-01-22,$27.101650,$0.000000,5.3000000%,paid,
"A",1514109-196,$25.000000,3 Years,2021-01-22,2024-01-31,$29.775000,$0.000000,11.2400000%,paid,
"A",1499495-334,$25.000000,5 Years,2021-01-22,2025-02-20,$26.175693,$6.282057,11.2400000%,current,
"AA",1512477-258,$25.000000,5 Years,2021-01-21,2021-12-19,$26.956100,$0.000000,9.6900000%,paid,
"B",1512447-253,$25.000000,3 Years,2021-01-21,2021-12-19,$27.544767,$0.000000,12.7400000%,paid,
"AA",1498829-308,$25.000000,3 Years,2021-01-21,2024-01-19,$27.100800,$0.000000,5.3000000%,paid,
"B",1498787-268,$25.000000,3 Years,2021-01-21,2024-01-19,$30.445130,$0.000000,13.2400000%,paid,
"B",1498220-130,$25.000000,3 Years,2021-01-20,2021-06-15,$26.281250,$0.000000,14.7400000%,paid,
"B",1511838-649,$25.000000,3 Years,2021-01-19,2024-01-14,$31.093033,$0.000000,14.7400000%,paid,
"B",1510275-77,$25.000000,3 Years,2021-01-14,2023-09-12,$30.746187,$0.000000,14.2400000%,paid,
"B",1499938-63,$25.000000,3 Years,2021-01-14,2023-07-12,$29.998437,$0.000000,12.7400000%,paid,
"AA",1495676-113,$25.000000,3 Years,2021-01-13,2024-01-11,$28.430167,$0.000000,8.7400000%,paid,
"A",1508778-276,$25.000000,3 Years,2021-01-12,2022-10-22,$28.683674,$0.000000,10.9900000%,paid,
"A",1498882-267,$50.000000,3 Years,2021-01-12,2022-03-08,$55.229667,$0.000000,10.7400000%,paid,
"AA",1494839-122,$25.000000,3 Years,2021-01-12,2024-01-08,$28.228450,$0.000000,8.0400000%,paid,
"B",1508127-73,$25.000000,5 Years,2021-01-11,2021-06-07,$26.106214,$0.000000,12.9900000%,paid,
"A",1507995-172,$25.000000,3 Years,2021-01-11,2023-12-07,$29.555267,$0.000000,11.9900000%,paid,
"A",1507974-237,$25.000000,3 Years,2021-01-11,2024-01-07,$29.750625,$0.000000,11.6400000%,paid,
"B",1494308-180,$25.000000,3 Years,2021-01-11,2022-01-07,$27.377050,$0.000000,13.9900000%,paid,
"AA",1507383-81,$25.000000,5 Years,2021-01-08,2025-02-20,$24.622530,$6.096890,8.6400000%,current,
"AA",1493381-106,$25.000000,5 Years,2021-01-07,2024-02-05,$29.743375,$0.000000,8.3900000%,paid,
"A",1506102-163,$25.000000,3 Years,2021-01-06,2023-05-04,$29.286525,$0.000000,11.3400000%,paid,
"B",1492493-28,$25.000000,3 Years,2021-01-06,2021-10-04,$26.762000,$0.000000,12.4900000%,paid,
"A",1492031-259,$25.000000,3 Years,2021-01-05,2021-11-30,$26.825233,$0.000000,9.2400000%,paid,
"AA",1491974-61,$25.000000,3 Years,2021-01-05,2023-09-30,$28.171833,$0.000000,7.9900000%,paid,
"A",1491836-61,$25.000000,5 Years,2021-01-05,2024-01-31,$31.161636,$0.000000,10.6900000%,paid,
"AA",1490204-44,$25.000000,3 Years,2020-12-30,2022-07-28,$27.476500,$0.000000,8.2400000%,paid,
"B",1490177-111,$25.000000,3 Years,2020-12-30,2021-09-28,$27.208429,$0.000000,14.7400000%,paid,
"B",1490174-91,$25.000000,3 Years,2020-12-30,2021-10-28,$9.550142,$19.917000,12.9900000%,others,debtsold
"B",1493758-86,$25.000000,5 Years,2020-12-29,2022-04-24,$28.975024,$0.000000,13.2400000%,paid,
"AA",1493179-157,$50.000000,3 Years,2020-12-28,2023-12-31,$54.225334,$0.000000,5.3000000%,paid,
"AA",1492972-147,$25.000000,3 Years,2020-12-28,2023-12-23,$27.102400,$0.000000,5.3000000%,paid,
"AA",1487111-141,$25.000000,3 Years,2020-12-23,2022-08-21,$26.644714,$0.000000,5.3000000%,paid,
"B",1500117-139,$25.000000,3 Years,2020-12-22,2022-02-18,$28.323750,$0.000000,13.9900000%,paid,
"AA",1490629-197,$50.000000,3 Years,2020-12-22,2021-01-18,$50.055825,$0.000000,9.2400000%,paid,
"AA",1486472-77,$50.000000,5 Years,2020-12-22,2025-02-18,$50.307672,$11.053208,8.6400000%,current,
"A",1486466-164,$25.000000,3 Years,2020-12-22,2022-09-18,$17.736721,$12.194224,10.7400000%,others,debtsold
"AA",1498710-166,$25.000000,3 Years,2020-12-18,2023-10-16,$27.086658,$0.000000,5.3000000%,paid,
"A",1485350-235,$25.000000,3 Years,2020-12-18,2023-12-16,$29.487625,$0.000000,10.9900000%,paid,
"AA",1485158-113,$25.000000,3 Years,2020-12-18,2023-12-16,$28.525477,$0.000000,8.7400000%,paid,
"A",1484027-162,$25.000000,3 Years,2020-12-17,2023-12-15,$29.908175,$0.000000,11.9900000%,paid,
"AA",1483685-131,$25.000000,3 Years,2020-12-16,2021-12-14,$26.079958,$0.000000,5.3000000%,paid,
"B",1483418-60,$25.000000,3 Years,2020-12-16,2022-11-14,$30.331875,$0.000000,15.2400000%,paid,
"B",1483019-92,$25.000000,3 Years,2020-12-15,2022-06-11,$29.212300,$0.000000,14.4900000%,paid,
"B",1496304-151,$25.000000,3 Years,2020-12-14,2022-01-10,$27.955200,$0.000000,12.9900000%,paid,
"A",1486753-103,$50.000000,3 Years,2020-12-14,2021-09-10,$53.607204,$0.000000,11.2400000%,paid,
"AA",1481255-147,$25.000000,3 Years,2020-12-11,2022-08-09,$26.521538,$0.000000,5.3000000%,paid,
"AA",1492371-121,$25.000000,3 Years,2020-12-07,2022-07-03,$27.358833,$0.000000,7.8400000%,paid,
"AA",1492077-196,$25.000000,3 Years,2020-12-07,2023-07-15,$27.090667,$0.000000,5.3000000%,paid,
"A",1482958-52,$25.000000,3 Years,2020-12-07,2021-04-03,$25.777619,$0.000000,11.2400000%,paid,
"B",1478654-287,$25.000000,3 Years,2020-12-07,2023-12-03,$31.107969,$0.000000,14.7400000%,paid,
"AA",1491372-73,$25.000000,3 Years,2020-12-04,2023-12-02,$27.104159,$0.000000,5.3000000%,paid,
"A",1490655-483,$25.000000,3 Years,2020-12-03,2023-05-01,$29.442000,$0.000000,11.4900000%,paid,
"A",1477442-86,$25.000000,3 Years,2020-12-03,2023-01-01,$29.287611,$0.000000,11.9900000%,paid,
"AA",1476542-148,$50.000000,3 Years,2020-12-02,2023-11-30,$54.202929,$0.000000,5.3000000%,paid,
"A",1489188-43,$25.000000,3 Years,2020-12-01,2022-04-27,$27.602333,$0.000000,9.4900000%,paid,
"AA",1475681-245,$50.000000,3 Years,2020-12-01,2022-10-27,$47.115900,$9.200000,8.7400000%,others,debtsold
"B",1479286-115,$25.000000,3 Years,2020-11-30,2023-02-25,$29.775000,$0.000000,12.7400000%,paid,
"AA",1479223-132,$25.000000,3 Years,2020-11-30,2023-11-25,$28.627029,$0.000000,8.9900000%,paid,
"B",1487811-102,$25.000000,3 Years,2020-11-27,2022-10-24,$29.672175,$0.000000,13.4900000%,paid,
"A",1478644-117,$25.000000,3 Years,2020-11-27,2023-11-24,$29.048807,$0.000000,9.9900000%,paid,
"B",1477879-54,$25.000000,3 Years,2020-11-25,2021-11-23,$27.472000,$0.000000,12.7400000%,paid,
"AA",1473503-96,$25.000000,3 Years,2020-11-25,2023-11-23,$28.480275,$0.000000,8.6400000%,paid,
"AA",1477666-238,$25.000000,3 Years,2020-11-24,2021-12-20,$26.758000,$0.000000,8.7400000%,paid,
"AA",1473089-122,$25.000000,3 Years,2020-11-24,2023-04-20,$21.745678,$5.965567,5.3000000%,others,debtsold
"A",1473077-174,$25.000000,3 Years,2020-11-24,2021-03-20,$25.853500,$0.000000,11.4900000%,paid,
"A",1485732-176,$25.000000,3 Years,2020-11-20,2021-10-18,$26.973750,$0.000000,10.2400000%,paid,
