Rating,Note ID,Investment Amount,Term,Purchase Date,Payment Due Date,Payments Received,Principal Outstanding,Yield,Status,Sub Status
"AA",2034099-383,$25.000000,3 Years,2023-02-28,2024-04-24,$11.527747,$16.686560,7.5000000%,others,debtsold
"AA",2030615-215,$25.000000,3 Years,2023-02-28,2024-09-24,$26.900050,$0.000000,6.3000000%,paid,
"AA",2033868-542,$25.000000,3 Years,2023-02-27,2024-12-23,$27.894487,$0.000000,8.8100000%,paid,
"AA",2033746-571,$25.000000,3 Years,2023-02-27,2025-02-23,$16.775366,$10.389207,6.5000000%,current,
"AA",2030348-60,$25.000000,2 Years,2023-02-27,2023-10-23,$25.492792,$0.000000,5.0000000%,paid,
"AA",2030063-363,$25.000000,2 Years,2023-02-27,2023-05-23,$25.348840,$0.000000,8.1600000%,paid,
"AA",2031760-135,$25.000000,2 Years,2023-02-23,2025-02-25,$24.652133,$2.177404,7.0000000%,current,
"AA",2031249-245,$25.000000,4 Years,2023-02-23,2025-02-21,$13.948520,$14.141167,8.0800000%,current,
"AA",2029818-179,$25.000000,3 Years,2023-02-21,2025-02-16,$18.077525,$9.852450,8.5100000%,current,
"AA",2026706-141,$25.000000,3 Years,2023-02-21,2025-02-16,$17.858405,$9.781524,7.6900000%,current,
"AA",2026370-745,$25.000000,3 Years,2023-02-21,2024-05-16,$26.571407,$0.000000,6.3000000%,paid,
"AA",2029303-579,$25.000000,3 Years,2023-02-17,2023-06-15,$25.350617,$0.000000,6.3000000%,paid,
"AA",2029071-409,$25.000000,3 Years,2023-02-17,2025-02-15,$17.230487,$9.573350,5.3000000%,current,
"AA",2025554-146,$25.000000,2 Years,2023-02-17,2025-02-15,$25.220312,$1.098625,5.0000000%,current,
"AA",2027637-194,$25.000000,3 Years,2023-02-16,2025-02-14,$19.116046,$8.629727,8.5100000%,current,
"AA",2024789-216,$25.000000,3 Years,2023-02-16,2024-05-14,$26.591975,$0.000000,6.3000000%,paid,
"AA",2024753-90,$25.000000,3 Years,2023-02-16,2025-02-14,$18.077600,$9.852450,8.5100000%,current,
"AA",2026618-681,$25.000000,3 Years,2023-02-14,2025-02-10,$17.808297,$9.764696,7.5000000%,current,
"AA",2025553-452,$25.000000,2 Years,2023-02-10,2024-04-08,$25.766869,$0.000000,5.6000000%,paid,
"AA",2025514-177,$25.000000,4 Years,2023-02-10,2024-10-08,$27.791430,$0.000000,8.3400000%,paid,
"AA",2025399-725,$25.000000,3 Years,2023-02-10,2025-01-08,$14.959024,$12.712347,8.6600000%,late,in_settlement
"AA",2022092-139,$25.000000,3 Years,2023-02-10,2025-02-08,$17.230769,$9.573077,5.3000000%,current,
"AA",2024602-621,$25.000000,3 Years,2023-02-09,2023-03-07,$25.130688,$0.000000,9.5400000%,paid,
"AA",2019956-165,$25.000000,2 Years,2023-02-08,2023-04-10,$25.288134,$0.000000,8.1600000%,paid,
"AA",2018024-553,$25.000000,3 Years,2023-02-03,2025-01-01,$27.538519,$0.000000,7.5000000%,paid,
"AA",2020629-157,$25.000000,3 Years,2023-02-02,2024-10-31,$26.704692,$0.000000,5.3000000%,paid,
"AA",2020492-325,$25.000000,3 Years,2023-02-02,2025-01-31,$17.322234,$9.640433,5.7500000%,current,
"AA",2017073-94,$25.000000,2 Years,2023-02-02,2024-07-31,$26.916566,$0.000000,7.8100000%,paid,
"AA",2019007-548,$25.000000,3 Years,2023-01-31,2025-01-27,$17.937701,$9.621133,7.5000000%,current,
"AA",2018977-254,$25.000000,3 Years,2023-01-31,2023-09-27,$25.923100,$0.000000,6.3000000%,paid,
"AA",2018704-170,$25.000000,3 Years,2023-01-30,2024-07-26,$27.178175,$0.000000,7.5000000%,paid,
"AA",2018391-240,$25.000000,3 Years,2023-01-27,2025-02-25,$17.230200,$9.575183,5.3000000%,current,
"AA",2018025-518,$25.000000,3 Years,2023-01-27,2025-02-25,$17.807924,$9.767344,7.5000000%,current,
"AA",2017810-443,$25.000000,2 Years,2023-01-27,2024-08-01,$26.235471,$0.000000,5.0000000%,paid,
"AA",2014523-109,$25.000000,3 Years,2023-01-27,2025-02-25,$17.850214,$9.781500,7.6600000%,current,
"AA",2016907-156,$25.000000,4 Years,2023-01-26,2025-02-24,$13.705025,$14.033150,7.1800000%,current,
"AA",2016445-94,$25.000000,4 Years,2023-01-26,2025-02-24,$14.221467,$14.265589,9.0800000%,current,
"AA",2016216-258,$25.000000,3 Years,2023-01-25,2025-02-01,$17.945316,$9.872017,8.0400000%,current,
"AA",2015637-305,$25.000000,2 Years,2023-01-24,2025-01-20,$26.867359,$0.000000,7.0000000%,paid,
"AA",2015299-455,$25.000000,3 Years,2023-01-24,2023-08-20,$26.153638,$0.000000,9.3000000%,paid,
"AA",2015284-710,$25.000000,3 Years,2023-01-24,2025-02-20,$18.588806,$9.048694,7.5000000%,current,
"AA",2014902-110,$25.000000,3 Years,2023-01-23,2025-02-16,$19.805081,$7.839381,8.1100000%,current,
"AA",2011352-72,$25.000000,2 Years,2023-01-23,2025-01-19,$26.867250,$0.000000,7.0000000%,paid,
"AA",2010977-223,$25.000000,2 Years,2023-01-23,2023-06-02,$25.342242,$0.000000,5.0000000%,paid,
"AA",2014050-390,$25.000000,3 Years,2023-01-20,2025-02-17,$18.278296,$9.921407,9.2600000%,current,
"AA",2010113-209,$25.000000,3 Years,2023-01-20,2025-02-18,$14.063857,$13.272217,6.5000000%,current,
"AA",2012047-668,$25.000000,3 Years,2023-01-18,2024-11-13,$27.504487,$0.000000,7.6600000%,paid,
"AA",2011378-343,$25.000000,3 Years,2023-01-17,2024-11-24,$26.434228,$0.000000,8.1100000%,paid,
"AA",2011132-214,$25.000000,3 Years,2023-01-13,2023-07-15,$25.536545,$0.000000,7.5100000%,paid,
"AA",2011074-44,$25.000000,4 Years,2023-01-13,2024-11-11,$27.896953,$0.000000,8.0800000%,paid,
"AA",2010880-207,$25.000000,4 Years,2023-01-13,2025-02-11,$14.559024,$13.629667,8.0800000%,current,
"AA",2007035-134,$25.000000,4 Years,2023-01-13,2023-11-11,$26.398231,$0.000000,8.3800000%,paid,
"AA",2010015-504,$25.000000,3 Years,2023-01-12,2024-04-10,$26.290266,$0.000000,5.3000000%,paid,
"AA",2009263-201,$25.000000,3 Years,2023-01-11,2025-01-09,$27.163775,$0.000000,7.5000000%,paid,
"AA",2008693-117,$25.000000,2 Years,2023-01-10,2025-01-06,$26.325708,$0.000000,5.0000000%,paid,
"AA",2008632-257,$25.000000,4 Years,2023-01-10,2025-02-06,$14.593179,$13.644411,8.2000000%,current,
"AA",2007687-249,$25.000000,2 Years,2023-01-09,2023-02-05,$25.086294,$0.000000,6.0000000%,paid,
"AA",2007604-101,$25.000000,4 Years,2023-01-09,2025-02-05,$16.113780,$14.280140,13.4000000%,current,
"AA",2003900-82,$25.000000,4 Years,2023-01-09,2024-02-05,$26.766000,$0.000000,7.3100000%,paid,
"AA",2006980-149,$25.000000,3 Years,2023-01-06,2024-04-04,$26.947706,$0.000000,8.6600000%,paid,
"AA",2006248-38,$25.000000,2 Years,2023-01-05,2023-02-03,$25.123126,$0.000000,5.8000000%,paid,
"AA",2002385-26,$25.000000,2 Years,2023-01-05,2025-01-03,$26.719400,$0.155500,7.0100000%,late,late_15_to_30
"AA",2005293-312,$25.000000,3 Years,2023-01-03,2025-01-29,$18.588450,$9.051167,7.5000000%,current,
"AA",2005255-48,$25.000000,4 Years,2023-01-03,2024-10-29,$27.920063,$0.000000,8.1800000%,paid,
"AA",2005245-103,$25.000000,2 Years,2023-01-03,2024-06-29,$26.451250,$0.000000,6.0000000%,paid,
"AA",2004118-131,$25.000000,2 Years,2022-12-29,2024-01-27,$25.977500,$0.000000,5.3000000%,paid,
"AA",2000465-152,$25.000000,2 Years,2022-12-29,2024-12-27,$26.543972,$0.000000,5.8000000%,paid,
"AA",2003955-48,$25.000000,5 Years,2022-12-28,2024-07-23,$27.850458,$0.000000,8.6800000%,paid,
"AA",2003881-43,$25.000000,5 Years,2022-12-28,2023-05-23,$25.830196,$0.000000,9.5800000%,paid,
"AA",2003842-467,$25.000000,5 Years,2022-12-28,2025-02-23,$12.247612,$16.428475,8.7300000%,current,
"AA",1999685-201,$25.000000,4 Years,2022-12-27,2025-02-22,$15.467500,$13.237929,9.0800000%,current,
"AA",2003172-355,$25.000000,5 Years,2022-12-23,2025-02-15,$13.158375,$16.252250,10.1800000%,current,
"AA",2003022-108,$25.000000,4 Years,2022-12-23,2024-08-21,$28.064857,$0.000000,9.1000000%,paid,
"AA",2002977-313,$25.000000,5 Years,2022-12-23,2025-02-21,$12.791850,$16.051067,8.8300000%,current,
"AA",2002186-55,$25.000000,4 Years,2022-12-22,2025-02-20,$15.170650,$13.113617,8.0800000%,current,
"AA",1997408-102,$25.000000,5 Years,2022-12-21,2023-01-19,$0.000000,$25.000000,6.8100000%,defaulted,deceased
"AA",2000521-65,$25.000000,5 Years,2022-12-20,2025-02-16,$13.350866,$16.312617,10.6400000%,current,
"AA",2000518-23,$25.000000,4 Years,2022-12-20,2025-02-16,$15.247031,$13.146469,8.3400000%,current,
"AA",1996862-14,$25.000000,4 Years,2022-12-20,2025-02-16,$15.170583,$13.113625,8.0800000%,current,
"AA",1999635-89,$25.000000,5 Years,2022-12-16,2025-02-14,$12.444350,$15.882800,7.6800000%,current,
"AA",1999324-130,$25.000000,5 Years,2022-12-16,2023-07-14,$25.790000,$0.000000,8.5500000%,paid,
"AA",1995353-288,$25.000000,5 Years,2022-12-16,2025-02-14,$12.807125,$16.058357,8.8800000%,current,
"AA",1998486-54,$25.000000,5 Years,2022-12-15,2025-02-13,$12.898953,$16.101828,9.1800000%,current,
"AA",1994450-69,$25.000000,5 Years,2022-12-15,2024-04-13,$27.564500,$0.000000,14.0000000%,paid,
"AA",1997164-115,$25.000000,5 Years,2022-12-14,2025-02-12,$12.871840,$15.935740,8.7900000%,current,
"AA",1996849-436,$25.000000,5 Years,2022-12-14,2025-02-12,$13.183525,$16.021550,9.6900000%,current,
"AA",1996072-126,$25.000000,5 Years,2022-12-13,2024-12-18,$28.576156,$0.000000,8.6800000%,paid,
"AA",1994409-353,$25.000000,5 Years,2022-12-09,2023-09-07,$26.521984,$0.000000,9.5800000%,paid,
"AA",1993162-87,$25.000000,5 Years,2022-12-08,2025-02-06,$12.807191,$16.058255,8.8800000%,current,
"AA",1992210-298,$25.000000,5 Years,2022-12-07,2025-02-05,$13.087268,$16.237893,9.8800000%,current,
"AA",1992195-52,$25.000000,5 Years,2022-12-07,2025-02-05,$15.695089,$13.088161,9.1800000%,current,
"AA",1988189-47,$25.000000,5 Years,2022-12-07,2025-02-05,$12.443847,$15.883278,7.6800000%,current,
"AA",1990045-85,$25.000000,5 Years,2022-12-06,2025-02-02,$13.068226,$16.181362,9.7300000%,current,
"AA",1989897-336,$25.000000,5 Years,2022-12-05,2024-08-15,$27.954617,$0.000000,8.1600000%,paid,
"AA",1989888-76,$25.000000,4 Years,2022-12-05,2025-02-28,$14.997000,$14.037500,9.6800000%,current,
"AA",1988163-245,$25.000000,5 Years,2022-12-02,2025-02-13,$13.108738,$16.269000,9.8800000%,current,
"AA",1987920-576,$25.000000,5 Years,2022-12-02,2025-01-30,$13.056500,$16.168360,9.6900000%,current,
"AA",1987465-393,$25.000000,5 Years,2022-12-02,2025-01-30,$12.459538,$15.884812,7.7300000%,current,
"AA",1984028-300,$25.000000,5 Years,2022-12-02,2025-02-01,$13.350031,$16.322231,10.6400000%,current,
"AA",1984007-159,$25.000000,5 Years,2022-12-02,2025-01-30,$12.707072,$16.004214,8.5500000%,current,
"AA",1987308-58,$25.000000,4 Years,2022-12-01,2024-11-29,$28.317089,$0.000000,8.5000000%,paid,
"AA",1987236-51,$25.000000,4 Years,2022-12-01,2022-12-29,$25.000000,$0.000000,6.4000000%,cancelled,
"AA",1986883-266,$25.000000,5 Years,2022-12-01,2025-01-29,$13.253979,$15.371792,8.5800000%,current,
"AA",1983479-223,$25.000000,5 Years,2022-12-01,2024-02-29,$27.676875,$0.000000,9.5800000%,paid,
"AA",1983464-81,$25.000000,5 Years,2022-12-01,2025-01-29,$13.115354,$16.195815,9.8800000%,current,
"AA",1986355-66,$25.000000,5 Years,2022-11-30,2025-01-28,$13.022575,$16.153025,9.5800000%,current,
"AA",1985077-153,$25.000000,5 Years,2022-11-29,2022-12-25,$25.029725,$0.000000,8.6800000%,paid,
"AA",1981589-327,$25.000000,5 Years,2022-11-29,2025-01-31,$12.743912,$16.052300,8.6800000%,current,
"AA",1982581-522,$25.000000,5 Years,2022-11-28,2025-02-23,$12.540823,$15.924490,8.0000000%,current,
"AA",1982613-87,$25.000000,5 Years,2022-11-25,2025-02-22,$12.946188,$15.479787,7.6800000%,current,
"AA",1982595-83,$25.000000,5 Years,2022-11-25,2025-02-22,$11.474667,$16.792000,8.5200000%,current,payment_drop_loan_term_extended
"AA",1977644-217,$25.000000,5 Years,2022-11-22,2025-02-18,$13.046191,$15.527935,8.0000000%,current,
"AA",1981491-55,$25.000000,5 Years,2022-11-21,2025-02-17,$12.762432,$15.347167,7.0000000%,current,
"AA",1977246-550,$25.000000,5 Years,2022-11-18,2025-02-16,$13.582553,$15.775857,9.6900000%,current,
"AA",1977222-187,$25.000000,5 Years,2022-11-18,2025-02-16,$12.734550,$15.379200,7.0000000%,current,
"AA",1973348-423,$25.000000,5 Years,2022-11-18,2024-02-24,$27.478889,$0.000000,8.5800000%,paid,
"AA",1973327-309,$25.000000,5 Years,2022-11-18,2024-09-22,$28.026439,$0.000000,7.8900000%,paid,
"AA",1973315-265,$25.000000,5 Years,2022-11-18,2025-02-16,$14.498661,$14.019250,8.0000000%,current,
"AA",1976421-133,$25.000000,5 Years,2022-11-17,2025-02-15,$12.461510,$15.246115,6.1100000%,current,
"AA",1975093-42,$25.000000,5 Years,2022-11-17,2023-05-15,$25.731000,$0.000000,7.0000000%,paid,
"AA",1971662-78,$25.000000,5 Years,2022-11-17,2022-12-15,$25.001625,$0.000000,6.9000000%,paid,
"AA",1974076-35,$25.000000,5 Years,2022-11-15,2025-02-10,$13.582383,$15.776017,9.6900000%,current,
"AA",1970264-288,$25.000000,5 Years,2022-11-15,2025-02-10,$13.371751,$15.678962,9.0300000%,current,
"AA",1970198-261,$25.000000,5 Years,2022-11-15,2025-02-10,$12.927550,$15.470800,7.6200000%,current,
"AA",1969397-536,$25.000000,5 Years,2022-11-14,2024-04-09,$27.988190,$0.000000,9.6900000%,paid,
"AA",1969373-58,$25.000000,5 Years,2022-11-14,2024-07-09,$28.165125,$0.000000,8.8800000%,paid,
"AA",1972380-217,$25.000000,5 Years,2022-11-10,2024-08-08,$27.934700,$0.000000,8.0000000%,paid,
"AA",1972132-63,$25.000000,5 Years,2022-11-10,2025-02-08,$12.734925,$15.378850,7.0000000%,current,
"AA",1969614-201,$25.000000,4 Years,2022-11-08,2024-09-04,$27.927600,$0.000000,8.0800000%,paid,
"AA",1964267-456,$25.000000,5 Years,2022-11-07,2025-02-24,$19.806275,$8.357700,8.7300000%,current,
"AA",1967164-99,$25.000000,4 Years,2022-11-04,2023-08-02,$26.287067,$0.000000,8.0000000%,paid,
"AA",1967161-89,$25.000000,5 Years,2022-11-04,2023-06-02,$26.193714,$0.000000,9.1800000%,paid,
"AA",1967154-104,$25.000000,5 Years,2022-11-04,2025-02-02,$20.111890,$8.035944,8.5800000%,current,
"AA",1967109-457,$25.000000,5 Years,2022-11-04,2025-02-02,$12.946188,$15.479787,7.6800000%,current,
"AA",1960224-41,$25.000000,4 Years,2022-10-28,2025-01-26,$15.828687,$12.607750,8.2300000%,current,
"AA",1956392-118,$25.000000,5 Years,2022-10-28,2022-11-26,$25.155500,$0.000000,8.7300000%,paid,
"AA",1953620-191,$25.000000,5 Years,2022-10-27,2025-01-31,$13.937239,$14.134174,6.8100000%,paid,
"AA",1952621-238,$25.000000,5 Years,2022-10-26,2025-02-24,$13.011563,$15.512917,7.8900000%,current,
"AA",1955395-235,$25.000000,5 Years,2022-10-25,2024-02-15,$26.286766,$0.000000,8.7300000%,paid,
"AA",1953429-376,$25.000000,5 Years,2022-10-21,2023-12-19,$27.297736,$0.000000,8.8800000%,paid,
"AA",1948814-311,$25.000000,5 Years,2022-10-21,2025-02-19,$14.058530,$15.359735,9.5400000%,current,
"B",1950280-197,$25.000000,3 Years,2022-10-19,2023-08-17,$27.060614,$0.000000,11.9000000%,paid,
"AA",1945940-379,$25.000000,5 Years,2022-10-19,2024-12-17,$11.070580,$17.400605,8.0000000%,late,late_31_to_60
"B",1949898-132,$25.000000,3 Years,2022-10-18,2025-01-28,$20.860115,$7.822500,9.8500000%,current,
"A",1948903-79,$25.000000,2 Years,2022-10-18,2023-10-23,$26.315500,$0.000000,7.2800000%,paid,
"B",1948273-512,$25.000000,3 Years,2022-10-17,2025-02-13,$22.607120,$7.250030,12.7500000%,current,
"A",1947646-530,$25.000000,3 Years,2022-10-17,2025-01-21,$21.053479,$8.015443,10.9100000%,late,late_1_to_14
"A",1944170-340,$25.000000,3 Years,2022-10-17,2024-08-13,$16.713825,$11.369400,9.4100000%,defaulted,bankruptcy
"B",1944469-134,$25.000000,3 Years,2022-10-14,2025-02-12,$21.977156,$7.105469,10.8000000%,current,
"AA",1939376-511,$25.000000,5 Years,2022-10-13,2025-02-11,$13.515889,$15.112500,7.8900000%,current,
"AA",1938059-606,$25.000000,5 Years,2022-10-12,2025-02-07,$13.486692,$15.098933,7.8000000%,current,
"B",1942359-48,$25.000000,5 Years,2022-10-11,2025-02-18,$10.401850,$20.745283,12.2500000%,current,
"AA",1936898-93,$25.000000,3 Years,2022-10-11,2025-02-06,$20.768500,$6.129300,5.3000000%,current,
"A",1940527-352,$25.000000,3 Years,2022-10-07,2024-03-12,$13.723360,$13.565875,9.8600000%,chargeoff,in_settlement
"AA",1940506-227,$25.000000,5 Years,2022-10-07,2023-12-05,$26.934775,$0.000000,7.6800000%,paid,
"AA",1939980-499,$25.000000,3 Years,2022-10-06,2024-07-11,$27.489586,$0.000000,7.6600000%,paid,
"A",1938913-138,$25.000000,5 Years,2022-10-06,2024-06-04,$26.966625,$0.000000,10.7800000%,paid,
"A",1937020-157,$25.000000,5 Years,2022-10-05,2025-02-03,$14.360542,$15.515275,10.4800000%,current,
"A",1936009-113,$25.000000,3 Years,2022-10-04,2025-01-30,$21.813300,$6.553550,9.1100000%,current,
"B",1936254-101,$25.000000,5 Years,2022-10-03,2023-09-29,$8.491838,$21.345962,11.3800000%,others,debtsold
"AA",1935678-187,$25.000000,3 Years,2022-10-03,2023-05-29,$25.724375,$0.000000,5.3000000%,paid,
"AA",1931213-304,$25.000000,3 Years,2022-10-03,2025-01-29,$20.382788,$6.852731,6.0000000%,current,
"B",1934700-143,$25.000000,3 Years,2022-09-30,2023-10-28,$5.134714,$21.845536,13.4500000%,chargeoff,
"B",1933711-414,$25.000000,3 Years,2022-09-30,2023-04-28,$26.409389,$0.000000,12.0000000%,paid,
"B",1929578-30,$25.000000,5 Years,2022-09-30,2024-11-06,$29.318468,$0.000000,10.1000000%,paid,
"B",1930672-380,$25.000000,5 Years,2022-09-28,2025-01-26,$14.805315,$15.678816,11.7500000%,current,
"AA",1929855-157,$25.000000,3 Years,2022-09-26,2024-11-22,$26.781822,$0.000000,7.6600000%,paid,
"A",1929318-255,$25.000000,3 Years,2022-09-26,2025-02-22,$22.963333,$5.255604,8.7000000%,current,
"B",1928676-160,$25.000000,3 Years,2022-09-23,2025-02-21,$23.334700,$6.452033,12.4000000%,current,
"AA",1928667-126,$25.000000,5 Years,2022-09-23,2025-02-21,$14.364731,$14.855692,8.9000000%,current,
"A",1928127-190,$25.000000,3 Years,2022-09-23,2025-02-21,$22.886480,$6.359833,11.0600000%,current,
"AA",1923251-120,$25.000000,3 Years,2022-09-23,2024-10-21,$27.593959,$0.000000,7.6600000%,paid,
"AA",1919936-139,$25.000000,3 Years,2022-09-21,2023-12-19,$26.643825,$0.000000,6.5000000%,paid,
"A",1918954-242,$25.000000,3 Years,2022-09-19,2023-08-15,$26.619825,$0.000000,8.7000000%,paid,
"AA",1917445-57,$25.000000,3 Years,2022-09-16,2025-02-14,$21.015700,$5.971000,5.3000000%,current,
"A",1917442-118,$25.000000,3 Years,2022-09-16,2023-08-14,$26.548363,$0.000000,8.7000000%,paid,
"AA",1913354-243,$25.000000,5 Years,2022-09-16,2023-04-14,$26.153625,$0.000000,9.1800000%,paid,
"AA",1911968-66,$25.000000,3 Years,2022-09-15,2023-09-13,$26.574625,$0.000000,8.1100000%,paid,
"AA",1913659-260,$25.000000,3 Years,2022-09-14,2025-02-12,$21.016040,$5.970720,5.3000000%,current,
"A",1912345-315,$25.000000,3 Years,2022-09-13,2024-12-09,$29.052970,$0.000000,10.9000000%,paid,
"A",1911592-351,$25.000000,5 Years,2022-09-13,2024-05-09,$28.934273,$0.000000,11.2300000%,paid,
"A",1907261-246,$25.000000,5 Years,2022-09-12,2025-02-08,$15.076927,$15.252518,11.2300000%,current,
"A",1907012-118,$25.000000,3 Years,2022-09-12,2025-02-08,$22.241846,$6.229615,9.1100000%,current,
"B",1907009-91,$25.000000,3 Years,2022-09-12,2024-10-22,$29.960084,$0.000000,13.7400000%,paid,
"A",1906358-132,$25.000000,3 Years,2022-09-12,2023-03-08,$26.163450,$0.000000,10.4000000%,paid,
"B",1902746-51,$25.000000,3 Years,2022-09-08,2025-02-06,$29.392916,$0.000000,11.4000000%,paid,
"B",1906902-118,$25.000000,5 Years,2022-09-06,2025-02-01,$31.968386,$0.000000,14.4500000%,paid,
"AA",1905103-45,$25.000000,3 Years,2022-09-06,2024-08-10,$26.966084,$0.000000,5.9300000%,paid,
"B",1905100-51,$25.000000,3 Years,2022-09-06,2025-02-01,$23.904875,$6.566875,14.0800000%,current,
"A",1905091-239,$25.000000,3 Years,2022-09-06,2025-02-01,$22.426000,$6.265604,9.6700000%,current,
"A",1904476-295,$25.000000,3 Years,2022-09-06,2025-02-01,$22.092151,$6.196133,8.6500000%,current,
"AA",1903177-219,$25.000000,3 Years,2022-09-02,2025-01-31,$21.015750,$5.971025,5.3000000%,current,
"B",1899683-218,$25.000000,3 Years,2022-09-02,2024-10-31,$29.580425,$0.000000,12.5000000%,paid,
"A",1899671-276,$25.000000,3 Years,2022-09-02,2025-01-31,$21.912867,$6.159350,8.1000000%,current,
"B",1899056-166,$25.000000,3 Years,2022-09-02,2023-08-31,$27.729094,$0.000000,12.7500000%,paid,
"AA",1898204-47,$25.000000,3 Years,2022-09-01,2025-01-30,$21.015867,$5.972233,5.3000000%,current,
"B",1895468-247,$25.000000,3 Years,2022-08-31,2024-02-29,$26.228375,$0.000000,10.2500000%,paid,
"B",1900170-166,$25.000000,3 Years,2022-08-30,2024-04-26,$17.522367,$13.256844,14.0600000%,others,debtsold
"A",1898100-466,$25.000000,5 Years,2022-08-29,2024-07-25,$28.641257,$0.000000,8.9500000%,paid,
"AA",1896367-230,$25.000000,3 Years,2022-08-26,2024-02-04,$26.524050,$0.000000,5.3000000%,paid,
"A",1896352-414,$50.000000,3 Years,2022-08-26,2024-10-31,$28.841275,$26.196475,8.7000000%,late,in_settlement
"A",1891589-402,$25.000000,5 Years,2022-08-26,2025-02-24,$14.809876,$14.201136,8.6600000%,current,
"AA",1894789-66,$25.000000,3 Years,2022-08-25,2024-09-23,$26.819000,$0.000000,5.3000000%,paid,
"AA",1894350-224,$25.000000,3 Years,2022-08-25,2022-11-23,$25.308289,$0.000000,5.3000000%,paid,
"B",1892641-113,$25.000000,5 Years,2022-08-24,2025-02-22,$15.094200,$14.545600,9.5000000%,current,
"A",1888418-121,$25.000000,3 Years,2022-08-24,2024-09-22,$27.612731,$0.000000,8.7000000%,paid,
"A",1892391-42,$25.000000,3 Years,2022-08-23,2023-11-19,$26.086417,$0.000000,8.7000000%,paid,
"A",1892298-58,$25.000000,3 Years,2022-08-23,2025-02-19,$22.820000,$5.436900,8.4500000%,current,
"A",1891291-740,$25.000000,3 Years,2022-08-23,2025-02-19,$16.067686,$13.788714,10.6400000%,current,
"A",1891140-451,$25.000000,5 Years,2022-08-23,2024-08-19,$28.772012,$0.000000,9.4800000%,paid,
"AA",1890426-224,$25.000000,5 Years,2022-08-22,2025-02-18,$14.390431,$14.239182,7.5000000%,current,
"A",1890073-301,$25.000000,3 Years,2022-08-22,2023-08-18,$26.815066,$0.000000,8.7000000%,paid,
"A",1890058-99,$25.000000,3 Years,2022-08-22,2023-08-18,$26.207230,$0.000000,9.7900000%,paid,
"AA",1884227-310,$25.000000,3 Years,2022-08-19,2025-02-17,$21.774317,$5.241167,5.3000000%,current,
"AA",1883273-678,$25.000000,5 Years,2022-08-19,2025-02-17,$14.217561,$14.162174,7.0000000%,current,
"B",1887591-49,$25.000000,3 Years,2022-08-18,2025-02-16,$23.966857,$5.646143,11.8000000%,current,
"AA",1886278-116,$50.000000,5 Years,2022-08-18,2022-09-16,$50.000000,$0.000000,7.2000000%,cancelled,
"B",1882337-69,$25.000000,3 Years,2022-08-18,2024-03-16,$27.759375,$0.000000,9.2500000%,paid,
"A",1879151-696,$25.000000,3 Years,2022-08-17,2024-01-15,$28.020425,$0.000000,11.2100000%,paid,
"AA",1877594-427,$25.000000,3 Years,2022-08-16,2025-02-12,$22.539325,$5.383525,7.6100000%,current,
"A",1881132-300,$25.000000,5 Years,2022-08-15,2024-12-11,$12.890483,$16.561917,10.5500000%,late,in_settlement
"AA",1881105-244,$25.000000,3 Years,2022-08-15,2025-02-11,$21.858333,$5.146217,5.3000000%,current,
"AA",1876763-45,$50.000000,3 Years,2022-08-15,2024-08-11,$53.673500,$0.000000,5.3000000%,paid,
"AA",1876049-368,$25.000000,5 Years,2022-08-15,2025-02-11,$14.217805,$14.161931,7.0000000%,current,
"A",1878741-80,$25.000000,5 Years,2022-08-11,2025-02-09,$14.969833,$14.491950,9.1500000%,current,
"A",1877995-258,$50.000000,5 Years,2022-08-11,2023-02-09,$52.415186,$0.000000,11.0300000%,paid,
"B",1874138-61,$25.000000,3 Years,2022-08-11,2024-09-09,$29.498833,$0.000000,12.5000000%,paid,
"A",1875900-88,$25.000000,3 Years,2022-08-09,2024-08-05,$27.962750,$0.000000,8.4500000%,paid,
"AA",1874574-137,$25.000000,3 Years,2022-08-08,2025-02-05,$26.166531,$0.764656,5.3000000%,current,
"A",1874550-180,$25.000000,5 Years,2022-08-08,2025-02-07,$14.967875,$14.515525,9.1500000%,current,
"A",1873170-111,$25.000000,3 Years,2022-08-05,2025-02-03,$23.044231,$5.477115,9.1100000%,current,
"A",1869697-214,$25.000000,3 Years,2022-08-05,2024-08-03,$28.692886,$0.000000,10.6400000%,paid,
"B",1869664-52,$25.000000,3 Years,2022-08-05,2025-02-03,$24.685375,$5.164437,12.5000000%,current,
"AA",1869073-203,$25.000000,5 Years,2022-08-05,2025-02-03,$14.369778,$14.229694,7.4400000%,current,
"AA",1870308-87,$25.000000,5 Years,2022-08-04,2025-02-02,$14.390701,$14.238933,7.5000000%,current,
"B",1868365-106,$25.000000,3 Years,2022-08-04,2025-02-16,$22.701778,$5.949944,9.1300000%,current,
"AA",1867789-295,$25.000000,3 Years,2022-08-04,2025-02-02,$21.774224,$5.241216,5.3000000%,current,
"B",1869189-312,$25.000000,3 Years,2022-08-03,2024-01-01,$28.561734,$0.000000,12.5000000%,paid,
"A",1866220-94,$50.000000,3 Years,2022-08-03,2025-02-08,$45.895416,$11.020667,8.8400000%,current,
"AA",1861775-73,$25.000000,3 Years,2022-08-03,2023-06-01,$26.390938,$0.000000,7.8100000%,paid,
"AA",1868088-706,$25.000000,3 Years,2022-08-02,2025-01-29,$21.981147,$5.281957,5.9300000%,current,
"A",1864435-236,$25.000000,5 Years,2022-08-02,2023-12-29,$26.799083,$0.000000,8.9500000%,paid,
